Name,URL,Options
Bottles--Hair Spray,https://www.world.org/reuse/bottles,"Use the cap and an index card to trap spiders and let them out of the house.;WASH
thoroughly and fill with homemade window/glass cleaner.;WASH thoroughly, fill with
water,
and use for misting plants.;Fill with soapy water and keep by the area in your house which has been
infiltrated by ants.  It is messier than traps, but safer than poison."
Bottles--Hand Cream,https://www.world.org/reuse/bottles,"Refill the smaller sized bottles (the sample/travel size) with hand cream                     
from your house and keep in it your purse or take it with you when you travel.;Fill the smaller sized bottles with aspirin for your purse, book bag,                      
suitcase, etc."
Bottles--Household,https://www.world.org/reuse/bottles,"Use detergent, fabric
softener or shampoo bottles filled with USED motor oil for lubricating drive chains.  (Nick);Fill glass cleaner bottles with soapy water and keep by the area in your
house which has been infiltrated by ants.  It is messier than traps, but safer than poison.;Cut the top part off of a liquid laundry detergent container.  Use the main
part as a pooper scooper and the top portion as the pusher.  Empty, rinse and reuse.  (Barb)"
Bottles--Mouthwash,https://www.world.org/reuse/bottles,"Use the lids as reusable ""paper cups"" for the bathroom."
Bottles--Perfume/cologne,https://www.world.org/reuse/bottles,"Fill with colorful liquids and give to children for playing ""store.""  Be sure
that children don't stain their clothes with the color.  (Tschuege)"
Bottles--Shampoo,https://www.world.org/reuse/bottles,"Make it into a vase.  Partially fill it with marbles, stones                     
or something fairly heavy to keep it from tipping.  Then paint it to                      
match your decor.;Remove the cap, cut off the bottom, and use it for a funnel.;Refill the smaller sized bottles (the sample/travel size) with hand cream                     
from your house and keep in it your purse or take it with you when you travel.;Refill the smaller sized bottles (the sample/travel size) with shampoo                     
from your house and keep in it your purse or take it with you when you travel.;Fill the smaller sized bottles with aspirin for your purse, book bag,                      
suitcase, etc.;Fill with sand, rocks, marbles, etc. and use as weights.  Different sized bottles 
can be used to make different sized weights."
Bottles--Beverage (Glass),https://www.world.org/reuse/bottles,"Use an old beer bottle as a candle holder--the wax dripping over the side will make pretty
designs.  Keep an eye on it to make sure nothing burns.  (Jon);Fill a clear glass bottle with small candies.;Make a wine bottle into a vase.;Use a larger wine bottle as a bank.;Fill with water and freeze.  They make nice ""blue ice"" for                      
coolers--especially longer trips.  Don't forget to leave room for the                     
expanding water.;Give it to your puppy.  It becomes a (noisy) toy!  (My Dog);Make it into a vase.  Partially fill it with marbles, stones                     
or something fairly heavy to keep it from tipping.  Then paint it to                      
match your decor.;Fill with colored sand and use as a doorstop.;Use to make your own bottled water.;Use large, sports drink bottles as pitchers for juice at home (Glamour Gal).;Ketchup, mustard, etc bottles make cheap, short-range squirt guns.;Use old plastic bottles (such as syrup bottles) for storing homemade ice-cream sauce or other
homemade food.  (Rae);Use the cap and an index card to trap spiders and let them out of the house.;WASH
thoroughly and fill with homemade window/glass cleaner.;WASH thoroughly, fill with
water,
and use for misting plants.;Fill with soapy water and keep by the area in your house which has been
infiltrated by ants.  It is messier than traps, but safer than poison.;Refill the smaller sized bottles (the sample/travel size) with hand cream                     
from your house and keep in it your purse or take it with you when you travel.;Fill the smaller sized bottles with aspirin for your purse, book bag,                      
suitcase, etc.;Use detergent, fabric
softener or shampoo bottles filled with USED motor oil for lubricating drive chains.  (Nick);Fill glass cleaner bottles with soapy water and keep by the area in your
house which has been infiltrated by ants.  It is messier than traps, but safer than poison.;Cut the top part off of a liquid laundry detergent container.  Use the main
part as a pooper scooper and the top portion as the pusher.  Empty, rinse and reuse.  (Barb);Use the lids as reusable ""paper cups"" for the bathroom.;Fill with colorful liquids and give to children for playing ""store.""  Be sure
that children don't stain their clothes with the color.  (Tschuege);Make it into a vase.  Partially fill it with marbles, stones                     
or something fairly heavy to keep it from tipping.  Then paint it to                      
match your decor.;Remove the cap, cut off the bottom, and use it for a funnel.;Refill the smaller sized bottles (the sample/travel size) with hand cream                     
from your house and keep in it your purse or take it with you when you travel.;Refill the smaller sized bottles (the sample/travel size) with shampoo                     
from your house and keep in it your purse or take it with you when you travel.;Fill the smaller sized bottles with aspirin for your purse, book bag,                      
suitcase, etc.;Fill with sand, rocks, marbles, etc. and use as weights.  Different sized bottles 
can be used to make different sized weights."
Sheets,https://www.world.org/reuse/sheets,"Use for curtains when camping.;Cut into smaller pieces and use for rags.;Make into pillow cases.;Use as tarps for floors or furniture when painting.;Use as a picnic blanket or beach blanket.;Make flannel sheets into pajamas (some sewing skills required).;Cut into smaller pieces
and use for packing away fragile items.;Use as ghost costumes for kids (does anyone do this
anymore?);Keep in the trunk of your car for transporting messy stuff.;Use as a cover for
a
pool table, exercise equipment, etc."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Cardboard (those which reams of paper come in),https://www.world.org/reuse/boxes,"Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket."
Boxes--Cereal,https://www.world.org/reuse/boxes,"Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa)"
"Boxes--Food (Cake, Jell-o, Pudding, etc.)",https://www.world.org/reuse/boxes,"Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori)"
Boxes--Shoeboxes,https://www.world.org/reuse/boxes,"Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah)"
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Shoelaces,https://www.world.org/reuse/shoelaces,"Save and use for anything you would use string for.;Store in your travel first aid kit
and use for an
emergency tourniquet.;Use as a covering for your home-made  clothes hangers 
so you don't snag your clothing.;Wash.  Tie the ends of the curly, stretchable type (that you don't need to
tie), and use as a hair band.  (KC);Attach one end to your child's mittens and run the other end through the
sleeve of their coat to prevent mitten loss.  (KC);Use as a ribbon on packages wrapped in homemade wrapping paper.  (KC);Carry a spare in your purse, car or gym bag in case you break one.  (KC);Use as an emergency belt for your child.  Tie a couple together for an adult
belt.  (KC);Use to hand ornaments from the Christmas tree.  (KC);Braid three or more together to make bracelets.  (KC);Attach to ceiling fans/lighting fixtures as a pull chain.  (KC);Use as curtain tie-backs.  (KC);College students can use to hang dorm room keys around their neck.;Use to tie plants to a plant support.;Use to hang a small bird feeder from a tree.;Use as a replacement drawstring on hoods, sweatpants, etc.;Keep in camping gear in case rope on tent breaks.;String nuts and washers through for orderly storage.;Roll into a coil, secure with glue or thread and use as a coaster or a hot
pad."
Shoes,https://www.world.org/reuse/shoes,"Wear old sneakers when washing cars, cutting the lawn, gardening, etc.;Wear old golf or baseball shoes (the kind with the spikes) when you are doing yard work  to help aerate your lawn. (Henning);Save the buckles from sandals."
Shoulder Pads,https://www.world.org/reuse/shoulder.pads,"Sew to the inside of a bra to add a little padding.
(Lynn);Use for waxing your car."
Shovel Handles,https://www.world.org/reuse/shovel.handles,"Insert into the soil of a large potted plant and tie the plant to it for support.  This is helpful
for
large plants which tend to droop.;Insert into the ground and tie small trees to it.  This helps to prevent sagging, wind
deformation, running over it with a lawn mower, etc."
Shower Curtain,https://www.world.org/reuse/shower.curtain,"Use as a tarp for grills, wood, etc.;Cover your table with the curtain while the kids are painting or playing with play dough to
make
for easy clean-up.;Cut and make into a curtain for the bathroom window.;Line the trunk of your car with it when transporting dirty items.;Use to cover your
outdoor plants when the weather drops to freezing.  Make sure you put stakes in the ground to
prevent the curtain from crushing your plants.  (Shelley);Use as a drop cloth or for covering furniture when painting.  (Shelley)"
Shower Curtain Rings (the really cheap metal kind),https://www.world.org/reuse/shower.curtain.rings,"Use to attach keys to
your belt loops.;Use to attach a mug to your backpack.;Use to keep camping utensils together."
Shower Head,https://www.world.org/reuse/shower.head,Let the kids use for a microphone.
Shrink Wrap,https://www.world.org/reuse/shrink.wrap,Use for stuffing pouf valences.  (Gail)
Silverware,https://www.world.org/reuse/silverware,"Drill a hole at the end of the handle and make into a unique wind chime. 
(Regan);Attach several pieces together using a soldering gun and make into a neat
candle holder.  (Regan)"
Ski Bag,https://www.world.org/reuse/ski.bag,"Use as a duffle bag.;Use for transporting your tent, ground cloth, dining fly, tent poles, etc."
Ski Gloves,https://www.world.org/reuse/ski.gloves,Use when shoveling or snow blowing (especially this winter!).
Ski Poles,https://www.world.org/reuse/ski.poles,Use as a wooden dowel.;Use as a plant support.
Skis,https://www.world.org/reuse/skis,Use for the runners when making home-made sleds.;Remove the bindings from broken or old skis and reuse or give away.
Sleds,https://www.world.org/reuse/sleds,"Use to lie on when working under your car.  (Jon);Use for emergencies in the snow.  (Jon);Use for temporary storage of greasy tools (it will keep your garage floor clean).  (Peter);Use as a ""drop cloth"" when changing your oil just in case you miss the oil pan.  (Peter);Inflatable snow saucers can be used in the pool in the summer.  (Lisa);Use for
transporting fire-wood."
Sleeping Bags,https://www.world.org/reuse/sleeping.bags,Donate to the Boy/Girl Scouts.;Give to a homeless person.
Tennis/Running Shoes,https://www.world.org/reuse/sneaker,"Save and use for beach/community cleanups so your good ones don't get
dirty.  (Kim);If they are the wrong size but are in good condition, give to a charity. 
(Kim);If they can no longer be reused, remove and reuse the shoelaces and give
the shoe to a puppy (Kim) Keep in mind, however, that a puppy may not be able to distinguish
between his toy shoe and your expensive, hand-crafted, Italian shoes.;Make the shoe into a funky pot for a plant.  (Kim)"
Snow Shovels,https://www.world.org/reuse/snow.shovels,Use as a dust pan in the garage.  (Mr. Recycle);Throw it into your trunk (if it will fit) in case you need to dig yourself out of a mud pit.
Soap,https://www.world.org/reuse/soap,Melt down all small soap pieces into one ball of soap.  (Rae)
